Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,w-dl
16,-3,-1,-11,5,-4,5,-2,-13,-18,9,0,0,-3,13,4,0,13,9,1,6,-1,0,-6,-7,-1,14,-3,-1,0,0,1,-2,1,1,-4,0,1,5,0,0,1,-2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
120,-5,0,17,14,-14,-4,-5,-20,37,9,0,2,4,20,-12,-1,-31,-14,6,10,0,-3,-4,-7,2,1,0,0,0,10,1,1,-5,1,-2,0,0,2,0,0,0,-3,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-120,5,0,-17,-14,14,4,5,20,-37,-9,0,-2,-4,-20,12,1,31,14,-6,-10,0,3,4,7,-2,-1,0,0,0,-10,-1,-1,5,0,2,1,0,-2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
-16,-5,1,8,-11,11,-1,-3,2,-2,-1,0,-3,2,-2,-23,3,17,-1,7,-7,-10,0,1,2,0,-6,-6,2,-3,-7,1,0,1,0,1,0,1,1,0,0,5,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-1
16,5,-1,-8,11,-11,1,3,-2,2,1,0,3,-2,2,23,-3,-17,1,-7,7,10,0,-1,-2,2,6,6,-2,3,7,-1,0,-1,0,-1,0,0,-1,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-13,8,-5,-8,4,-6,13,3,10,-11,0,0,-1,-4,-10,14,-1,6,13,-9,0,-1,-2,-1,1,-2,0,-4,-6,0,-5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
13,-8,5,8,-4,6,-13,-3,-10,11,0,0,1,4,10,-14,1,-6,-13,9,0,1,2,1,-1,2,0,4,6,0,5,-1,1,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,1,0,0,1
170,-4,5,12,3,-3,8,-9,-3,24,6,0,-4,1,3,-12,-9,-15,4,3,7,2,-2,-5,-1,0,3,3,2,2,0,2,-1,0,0,-1,2,-1,-3,0,0,0,-2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-170,4,-5,-12,-3,3,-8,9,3,-24,-6,1,4,-1,-3,12,9,15,-4,-3,-7,-2,2,5,1,0,-3,-3,0,0,0,0,1,3,0,1,0,1,3,1,0,0,2,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
70,1,9,-5,-6,6,1,-7,-5,2,-1,1,2,-1,5,-11,-15,-4,14,12,-5,-3,1,1,-1,0,19,8,0,-1,0,1,-6,-1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,-1
-70,-1,-9,5,6,-6,-1,7,5,-2,1,0,-2,1,-5,11,15,4,-14,-12,5,3,-1,-1,1,1,-19,-8,0,1,7,-1,6,1,0,0,0,0,0,0,0,0,2,-2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
-158,-5,-6,0,3,-3,-6,6,9,-13,0,0,-7,-3,-9,17,15,9,7,-13,-4,-7,-4,4,-1,1,3,-10,0,0,-3,-3,4,-2,0,-3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
158,5,6,0,-3,3,6,-6,-9,13,0,0,7,3,9,-17,-15,-9,-7,13,4,7,4,-4,1,-1,-3,10,0,4,3,3,-4,2,0,3,0,0,-5,0,1,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1
93,8,4,8,5,-7,0,-1,-8,17,0,0,0,3,8,-6,-1,-1,5,-10,8,1,2,2,-3,-1,-25,1,0,0,-1,-2,0,0,0,4,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
-93,-8,-4,-8,-5,7,0,1,8,-17,0,0,0,-3,-8,6,1,1,-5,10,-8,-1,-2,-2,3,1,25,-1,0,0,1,2,0,6,0,-4,0,1,-6,2,0,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-3,-1,2,-2,20,-21,-3,-9,9,8,3,1,-1,-1,-9,-6,-6,-4,-7,2,-4,8,2,-8,13,4,3,-1,3,0,0,0,3,-1,0,11,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,-2,2,-20,21,3,9,-9,-8,-3,0,1,1,9,6,6,4,7,-2,4,-8,-2,8,-13,-4,-3,1,-3,1,1,0,-3,1,0,-11,0,0,-6,-1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
32,2,-7,-4,-19,19,2,4,5,-8,2,0,3,-2,-5,10,4,12,4,-14,1,-5,-1,2,7,1,5,-2,3,1,0,1,0,-1,0,3,0,0,6,0,0,0,2,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1
-32,-2,7,4,19,-19,-2,-4,-5,8,-2,0,-3,2,5,-10,-4,-12,-4,14,-1,5,1,-2,-7,-1,-5,2,-3,-1,0,-1,10,1,0,-3,0,0,-6,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,1,1,0,0,0,1
-105,7,8,-8,-5,5,3,-7,-2,-9,-3,0,-7,1,2,8,9,0,3,1,-4,-4,0,-4,3,1,-24,8,1,-2,2,0,-2,-2,0,2,0,0,-1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,-7,-8,8,5,-5,-3,7,2,9,3,0,7,-1,-2,-8,-9,0,-3,-1,4,4,0,4,-3,-1,24,-8,-1,2,-2,0,2,2,0,-2,0,0,1,1,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
285,11,-2,-15,-7,5,4,-1,11,26,5,1,5,3,-11,-10,-12,-16,-2,-1,2,3,1,-10,3,3,15,6,2,1,0,-4,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-285,-11,2,15,7,-5,-4,1,-11,-26,-5,0,-5,-3,11,10,12,16,2,1,-2,-3,-1,10,-3,0,-15,-6,-2,-1,0,4,3,-2,0,3,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
-116,5,4,0,10,-9,-3,0,-12,-37,0,0,-4,-3,12,3,1,25,-1,9,11,2,2,0,1,1,-15,-1,1,1,1,1,0,2,-1,0,0,0,2,0,0,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
116,-5,-4,0,-10,9,3,0,12,37,0,1,4,3,-12,-3,-1,-25,1,-9,0,-2,-2,0,-1,-1,15,1,-1,0,-1,0,0,-2,1,4,0,0,-2,2,0,0,-2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-202,-3,0,15,2,-2,0,1,-10,-34,-10,0,-4,-1,10,12,7,23,-1,-1,0,-3,-2,2,-8,0,-16,-11,-8,-1,-3,0,-1,0,0,1,0,1,-1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
202,3,0,-15,-2,2,0,-1,10,34,10,0,4,1,-10,-12,-7,-23,1,1,5,3,2,-2,8,0,16,11,8,1,3,0,1,0,0,-1,2,0,1,0,0,0,0,-2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
-179,0,-1,-3,-7,7,7,5,-1,-17,-1,0,-4,1,0,18,-3,1,-14,-2,-3,-3,1,-1,-1,0,1,-2,-1,1,-2,-1,4,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,0,1,3,7,-7,-7,-5,1,17,1,0,4,-1,0,-18,3,-1,14,2,3,3,-1,1,1,0,-1,2,1,-1,2,1,-4,-3,1,0,0,2,-5,0,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
80,6,-4,-10,6,-7,-1,3,-7,-4,-1,0,8,-3,7,-16,-11,14,4,6,0,5,-4,1,-1,-1,5,13,-4,3,-4,1,0,0,0,0,0,0,-3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-80,-6,4,10,-6,7,1,-3,7,4,1,0,-8,3,-7,16,11,-14,-4,-6,0,-5,4,-1,1,1,-5,-13,4,0,4,-1,0,0,0,0,0,0,3,0,0,1,-2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
-58,-5,8,-7,4,-4,7,6,6,7,-3,0,-5,-1,-6,-21,7,7,2,8,3,-4,0,5,1,2,-4,-6,-1,0,0,-1,0,-5,1,-2,1,0,-3,0,0,-1,-1,1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1
58,5,-8,7,-4,4,-7,-6,-6,-7,3,0,5,1,6,21,-7,-7,-2,-8,-3,4,0,-5,-1,-2,4,6,1,1,0,1,0,5,0,2,0,0,3,0,0,1,1,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
-7,-8,-3,21,-2,2,-3,11,3,-15,-3,0,8,1,-3,8,-6,7,0,0,7,0,5,8,14,-6,-10,13,-3,0,-8,1,-11,0,0,0,0,0,-3,-1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1
7,8,3,-21,2,-2,3,-11,-3,15,3,0,0,-1,3,-8,6,-7,0,0,-7,0,-5,-8,-14,6,10,-13,3,0,8,-1,11,0,0,0,1,0,3,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1
185,0,-2,8,-4,2,8,1,-8,-8,-3,1,2,-6,7,16,1,3,-15,-11,2,-6,-2,-4,1,0,12,4,-6,-1,3,-2,-1,2,0,-1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
-185,0,2,-8,4,-2,-8,-1,8,8,3,0,-2,6,-7,-16,-1,-3,15,11,-2,6,2,4,-1,0,-12,-4,6,1,-3,2,1,-2,1,1,0,0,0,2,0,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-16,11,5,-12,-4,3,5,1,-2,-9,-7,1,-1,4,1,8,0,7,0,-6,-5,2,-2,10,-7,0,1,5,4,0,1,1,0,3,1,1,0,0,-3,0,0,0,1,-1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16,-11,-5,12,4,-3,-5,-1,2,9,7,0,1,-4,-1,-8,0,-7,0,6,5,-2,2,-10,7,0,-1,-5,-4,0,-1,-1,0,0,0,0,0,0,3,0,0,0,-1,1,0,0,2,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,-1
132,14,-6,3,5,-5,5,4,1,46,12,1,11,5,-1,-4,-8,-38,-10,-4,16,10,1,-12,10,3,-19,4,2,0,-4,0,-1,-2,0,9,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
-132,-14,6,-3,-5,5,-5,-4,-1,-46,-12,0,0,-5,1,4,8,38,10,4,-16,-10,-1,12,-10,-3,19,-4,-2,0,4,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
389,15,-1,-3,5,-6,16,-7,5,30,-3,0,5,1,-5,9,-22,-35,3,-4,1,4,2,-2,8,-1,36,15,-1,2,7,0,0,2,0,-3,1,2,-5,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-1
-389,-15,1,3,-5,6,-16,7,-5,-30,3,1,-5,-1,5,-9,22,35,-3,4,-1,-4,-2,2,-8,1,-36,-15,1,-2,-7,0,10,-2,0,3,0,0,5,1,0,-2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1
151,0,-18,-1,-6,6,12,3,3,-23,7,1,0,3,-3,15,-17,8,3,-1,3,4,-1,-5,12,-4,26,0,0,1,1,1,-3,-4,0,4,0,0,7,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-151,0,18,1,6,-6,-12,-3,-3,23,-7,0,0,-3,3,-15,17,-8,-3,1,-3,-4,1,5,-12,4,-26,0,0,0,-1,0,3,4,0,-4,0,0,-7,2,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-1
62,5,6,-3,2,-1,-9,0,-1,6,2,0,-5,0,1,-14,-1,2,17,6,2,-1,-2,-4,2,5,-9,-14,6,0,-1,2,5,0,0,-1,0,0,-3,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-62,-5,-6,3,-2,1,9,0,1,-6,-2,0,5,0,-1,14,1,-2,-17,-6,-2,1,2,4,-2,-5,9,14,-6,1,1,-2,-5,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-114,-11,-9,-4,9,-8,-2,-10,8,-10,-5,0,-7,-5,-8,21,14,1,12,-12,-3,-7,-1,7,-11,0,-26,-6,0,-3,0,1,2,1,0,-8,0,-3,1,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
114,11,9,4,-9,8,2,10,-8,10,5,0,7,5,8,-21,-14,-1,-12,12,3,7,1,-7,11,0,26,6,1,3,5,0,0,-1,0,8,0,3,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
46,-6,-10,4,2,-2,-7,-7,1,-8,0,0,1,0,-1,-4,0,11,4,0,-3,7,2,0,-2,1,4,-2,2,0,-4,-2,0,4,0,5,2,3,1,1,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
-46,6,10,-4,-2,2,7,7,-1,8,0,0,-1,0,1,4,0,-11,-4,0,3,-7,-2,0,2,-1,-4,2,-2,0,4,2,3,-4,1,-5,0,0,-1,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1
319,13,5,12,-5,5,-1,-2,-2,24,4,0,6,1,2,-8,-17,-19,-9,3,-2,5,10,-4,14,-2,8,13,3,2,0,3,0,2,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
-319,-13,-5,-12,5,-5,1,2,2,-24,-4,0,-6,-1,-2,8,17,19,9,-3,2,-5,0,4,-14,2,-8,-13,-3,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
135,2,-2,9,7,-7,2,2,-4,-1,3,0,3,2,4,16,-4,-10,-3,-4,8,7,6,1,0,0,13,7,0,0,-2,1,3,6,0,0,0,1,-6,0,0,1,0,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-135,-2,2,-9,-7,7,-2,-2,4,1,-3,0,-3,-2,-4,-16,4,10,3,4,-8,-7,0,-1,0,0,-13,-7,0,0,2,0,-3,-6,0,4,0,0,6,2,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1
-234,3,-3,4,2,-1,-12,-4,3,0,1,0,-6,2,-3,14,1,-12,2,-2,2,3,0,-4,-6,0,17,-5,2,2,4,2,1,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
234,-3,3,-4,-2,1,12,4,-3,0,-1,0,6,-2,3,-14,-1,12,-2,2,-2,-3,0,4,6,0,-17,5,-2,0,-4,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
79,-6,-20,1,5,-5,-2,-5,-7,10,0,1,-6,2,6,-1,13,-11,-6,2,8,-2,-2,2,-1,-2,1,1,0,0,-1,-1,1,-1,1,0,1,0,0,1,0,0,0,-1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-79,6,20,-1,-5,5,2,5,7,-10,0,0,6,-2,-6,1,-13,11,6,-2,-8,2,2,-2,1,2,-1,-1,0,0,1,1,-1,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
93,-1,-8,0,-1,1,13,-2,8,5,-1,0,1,0,-8,11,-7,0,-4,-16,3,8,3,-4,3,-2,20,5,1,0,-1,2,-1,2,0,0,0,4,-7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
-93,1,8,0,1,-1,-13,2,-8,-5,1,1,-1,0,8,-11,7,0,4,16,-3,-8,0,4,-3,2,-20,-5,-1,0,1,0,1,-2,0,5,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
-220,-8,8,0,-7,7,-7,1,-3,-37,-11,0,-9,2,2,12,13,30,4,-5,-15,-5,0,3,1,1,8,-10,0,0,-2,-2,2,3,0,2,0,0,2,1,0,1,1,6,1,0,0,0,0,0,-2,0,0,0,0,0,0,1,0,0,0,0,-1
220,8,-8,0,7,-7,7,-1,3,37,11,0,9,-2,-2,-12,-13,-30,-4,5,15,5,0,-3,-1,-1,-8,10,3,0,2,2,-2,0,0,-2,0,0,-2,0,0,0,0,-6,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,-1
-98,6,6,15,-3,3,-4,12,1,-2,-5,0,-5,-1,-1,19,-2,-4,-3,-13,-1,-4,-2,0,8,1,-10,0,2,-4,1,0,0,6,0,0,2,0,-2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
98,-6,-6,-15,3,-3,4,-12,-1,2,5,0,5,1,1,-19,2,4,3,13,1,4,2,0,-8,-1,10,0,-2,4,-1,4,0,0,1,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,1
82,13,5,8,0,2,1,1,5,-22,0,0,0,-1,-5,0,-4,24,-8,-1,-2,-6,-2,2,3,0,0,2,-1,0,0,1,-5,-1,0,0,0,0,1,0,0,-1,1,-1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1
-82,-13,-5,-8,0,-2,-1,-1,-5,22,0,0,0,1,5,0,4,-24,8,1,2,6,2,-2,-3,1,0,-2,1,1,5,0,5,1,0,3,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1
209,11,0,12,-4,5,-16,-5,-3,10,5,0,-8,-5,3,-24,-2,-3,-6,17,1,-1,1,0,5,0,34,4,-1,-3,2,0,0,0,0,-5,1,0,-2,1,0,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-209,-11,0,-12,4,-5,16,5,3,-10,-5,0,8,5,-3,24,2,3,6,-17,-1,1,-1,0,-5,0,-34,-4,1,3,-2,0,1,0,0,5,0,0,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-111,9,-7,3,13,-12,9,0,-10,-20,-4,0,-3,3,10,24,10,9,-1,-13,-8,-3,-3,5,-5,1,-11,-3,-4,-1,-1,-2,4,2,0,-1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
111,-9,7,-3,-13,12,-9,0,10,20,4,0,3,-3,-10,-24,-10,-9,1,13,8,3,3,-5,5,-1,11,3,4,1,1,2,-4,-2,0,1,0,0,-2,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,-1
246,19,-2,10,-7,8,4,3,-3,-19,-1,1,-9,2,2,12,-3,14,-14,-5,0,-1,0,3,8,0,5,2,8,0,-2,2,-3,-4,0,0,2,3,-4,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-246,-19,2,-10,7,-8,-4,-3,3,19,1,0,9,-2,-2,-12,3,-14,14,5,0,1,0,-3,-8,2,-5,-2,-8,2,2,0,3,4,0,0,0,-3,4,1,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
133,-4,-20,4,-6,7,-4,-5,8,14,0,0,-2,2,-7,-7,-5,-8,0,1,0,1,-4,4,3,0,30,-7,0,0,4,1,0,1,0,6,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-133,4,20,-4,6,-7,4,5,-8,-14,0,0,2,-2,7,7,5,8,0,-1,0,-1,4,-4,-3,1,-30,7,0,1,0,-1,0,-1,1,-6,0,0,-4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
-112,-5,-8,-12,2,-3,-5,2,11,-6,-6,1,1,-2,-11,-6,4,8,13,5,-3,-3,-1,0,-6,2,-4,-5,-2,0,-5,0,0,3,0,-2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-1
112,5,8,12,-2,3,5,-2,-11,6,6,0,-1,2,11,6,-4,-8,-13,-5,3,3,1,0,6,0,4,5,2,1,5,0,1,0,0,2,1,0,1,0,0,0,-1,0,0,3,0,0,0,1,-4,0,0,0,1,0,0,0,0,0,0,0,1
156,-2,-9,11,6,-6,8,8,-11,-26,9,0,-7,2,10,30,9,10,6,-14,0,-2,-3,1,-21,2,-15,-2,1,0,3,1,2,-5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-156,2,9,-11,-6,6,-8,-8,11,26,-9,0,7,-2,-10,-30,-9,-10,-6,14,0,2,3,-1,21,0,15,2,-1,2,-3,0,0,5,0,6,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,-1
-8,-4,-5,-5,-11,11,18,4,-8,-1,5,0,1,-6,8,4,-5,6,-6,-9,-10,-1,0,3,2,3,-5,8,-1,0,-1,1,4,-2,0,0,0,-1,-1,0,0,1,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1
8,4,5,5,11,-11,-18,-4,8,1,-5,0,-1,6,-8,-4,5,-6,6,9,10,1,0,-3,-2,0,5,-8,1,0,1,0,-4,2,0,0,0,1,1,1,0,0,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1
-199,4,-4,-4,5,-4,-6,-4,-6,-11,-1,0,-3,-6,6,2,11,5,11,4,3,-11,0,7,-3,2,1,-3,0,-2,0,1,3,3,0,1,0,0,-3,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
199,-4,4,4,-5,4,6,4,6,11,1,0,3,6,-6,-2,-11,-5,-11,-4,-3,11,4,-7,3,-2,-1,3,4,2,6,-1,-3,-3,1,-1,0,0,3,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-157,-1,-8,-3,-6,7,-2,5,5,-27,-3,0,0,1,-6,4,1,21,-4,3,3,2,-1,6,1,1,-20,-6,-1,-1,2,-1,-2,0,2,4,0,0,0,1,0,0,0,-4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
157,1,8,3,6,-7,2,-5,-5,27,3,0,0,-1,6,-4,-1,-21,4,-3,-3,-2,1,-6,-1,-1,20,6,1,1,-2,1,2,0,0,-4,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1
113,0,2,2,2,-2,-2,3,-11,16,2,0,5,5,12,2,-4,-17,1,-1,1,0,1,1,6,3,-2,0,4,2,10,2,-4,-2,1,4,1,1,2,0,0,1,0,1,0,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,1
-113,0,-2,-2,-2,2,2,-3,11,-16,-2,0,-5,-5,-12,-2,4,17,-1,1,-1,0,-1,-1,-6,-3,2,0,-4,0,-10,0,4,2,0,-4,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1
-175,-13,-16,4,-1,1,3,5,0,-43,-5,0,-2,-2,0,42,7,14,7,-13,0,-5,-4,-1,-12,2,-22,-10,-2,0,1,-1,1,-2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1
175,13,16,-4,1,-1,-3,-5,0,43,5,0,2,2,0,-42,-7,-14,-7,13,0,5,4,1,12,-2,22,10,2,0,-1,1,-1,2,0,-2,0,0,-1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
175,3,-11,15,-11,10,0,0,5,22,4,0,3,-2,-5,-14,-4,-11,-10,3,-2,1,1,-8,3,2,1,4,2,1,3,0,0,0,0,2,1,0,-5,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-175,-3,11,-15,11,-10,0,0,-5,-22,-4,0,-3,2,5,14,4,11,10,-3,2,-1,-1,8,-3,-2,-1,-4,-2,0,-3,0,0,0,1,-2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-260,-25,5,-1,-13,13,-4,0,-10,-36,-6,0,1,-2,10,24,18,20,10,-8,0,-3,0,1,-12,-2,-20,-1,-7,0,-4,-1,2,4,0,6,0,0,4,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
