,Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,goal-scored
1779,-14.0,20.0,-13.0,-3.0,-14.0,14.0,-3.0,-3.0,-7.0,4.0,2.0,0.0,7.0,0.0,7.0,5.0,-8.0,-7.0,-2.0,-2.0,-2.0,6.0,7.0,1.0,3.0,-2.0,1.0,5.0,0.0,2.0,3.0,2.0,-2.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1780,437.0,9.0,0.0,1.0,4.0,-6.0,7.0,4.0,-3.0,32.0,1.0,0.0,3.0,2.0,3.0,-13.0,-10.0,-14.0,-6.0,-5.0,12.0,13.0,1.0,1.0,14.0,0.0,24.0,3.0,5.0,3.0,11.0,-1.0,-8.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1781,-437.0,-9.0,0.0,-1.0,-4.0,6.0,-7.0,-4.0,3.0,-32.0,-1.0,0.0,-3.0,-2.0,-3.0,13.0,10.0,14.0,6.0,5.0,-12.0,-13.0,-1.0,-1.0,-14.0,1.0,-24.0,-3.0,-5.0,0.0,-11.0,1.0,8.0,-4.0,0.0,-2.0,0.0,1.0,-2.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1782,49.0,-6.0,2.0,-2.0,9.0,-9.0,1.0,0.0,-2.0,32.0,10.0,0.0,5.0,1.0,2.0,-18.0,-4.0,-19.0,-4.0,5.0,2.0,-1.0,1.0,-10.0,-5.0,0.0,26.0,-2.0,2.0,0.0,6.0,3.0,3.0,-2.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1783,-49.0,6.0,-2.0,2.0,-9.0,9.0,-1.0,0.0,2.0,-32.0,-10.0,0.0,-5.0,-1.0,-2.0,18.0,4.0,19.0,4.0,-5.0,-2.0,1.0,-1.0,10.0,5.0,0.0,-26.0,2.0,-2.0,0.0,-6.0,-3.0,-3.0,2.0,0.0,5.0,0.0,2.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1784,-438.0,-14.0,-16.0,3.0,-7.0,7.0,-9.0,4.0,5.0,3.0,1.0,0.0,0.0,-4.0,-5.0,-8.0,12.0,-4.0,3.0,9.0,4.0,-13.0,-6.0,2.0,12.0,0.0,-9.0,-6.0,-6.0,0.0,-5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
1785,438.0,14.0,16.0,-3.0,7.0,-7.0,9.0,-4.0,-5.0,-3.0,-1.0,0.0,9.0,4.0,5.0,8.0,-12.0,4.0,-3.0,-9.0,-4.0,13.0,6.0,-2.0,-12.0,0.0,9.0,6.0,6.0,2.0,5.0,4.0,0.0,-1.0,1.0,2.0,1.0,1.0,-3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1786,-78.0,-30.0,5.0,8.0,3.0,-3.0,5.0,4.0,-7.0,-4.0,-2.0,1.0,-8.0,0.0,7.0,-16.0,11.0,15.0,-7.0,5.0,0.0,-3.0,3.0,-2.0,7.0,1.0,-11.0,-7.0,0.0,0.0,0.0,0.0,5.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-5.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1787,78.0,30.0,-5.0,-8.0,-3.0,3.0,-5.0,-4.0,7.0,4.0,2.0,0.0,8.0,0.0,-7.0,16.0,-11.0,-15.0,7.0,-5.0,0.0,3.0,-3.0,2.0,-7.0,-1.0,11.0,7.0,0.0,2.0,0.0,3.0,-5.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
1788,-40.0,-10.0,-5.0,-19.0,12.0,-14.0,7.0,-6.0,1.0,-2.0,-1.0,0.0,-3.0,0.0,-1.0,-13.0,8.0,7.0,3.0,8.0,3.0,-1.0,0.0,-1.0,-10.0,-3.0,-12.0,-17.0,6.0,0.0,7.0,-2.0,4.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1789,40.0,10.0,5.0,19.0,-12.0,14.0,-7.0,6.0,-1.0,2.0,1.0,0.0,3.0,0.0,1.0,13.0,-8.0,-7.0,-3.0,-8.0,-3.0,1.0,0.0,1.0,10.0,3.0,12.0,17.0,0.0,1.0,-7.0,2.0,-4.0,1.0,0.0,-1.0,0.0,-1.0,-7.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1790,-182.0,-14.0,3.0,-7.0,0.0,2.0,-3.0,-1.0,9.0,-6.0,-2.0,1.0,-3.0,3.0,-9.0,9.0,7.0,0.0,3.0,-3.0,1.0,0.0,-4.0,0.0,-7.0,0.0,-5.0,-2.0,7.0,-2.0,-4.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
1791,182.0,14.0,-3.0,7.0,0.0,-2.0,3.0,1.0,-9.0,6.0,2.0,0.0,3.0,-3.0,9.0,-9.0,-7.0,0.0,-3.0,3.0,-1.0,0.0,4.0,0.0,7.0,4.0,5.0,2.0,-7.0,2.0,4.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
1792,63.0,-14.0,-11.0,6.0,0.0,1.0,8.0,0.0,2.0,-12.0,10.0,0.0,-2.0,-4.0,-2.0,15.0,-2.0,3.0,-2.0,-6.0,-1.0,0.0,0.0,-5.0,-8.0,1.0,-16.0,-2.0,0.0,0.0,1.0,0.0,-2.0,-3.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1793,-63.0,14.0,11.0,-6.0,0.0,-1.0,-8.0,0.0,-2.0,12.0,-10.0,0.0,2.0,4.0,2.0,-15.0,2.0,-3.0,2.0,6.0,1.0,0.0,2.0,5.0,8.0,-1.0,16.0,2.0,1.0,2.0,-1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1794,289.0,6.0,16.0,-5.0,-5.0,5.0,-5.0,-3.0,2.0,23.0,-1.0,0.0,7.0,3.0,-1.0,-9.0,6.0,-24.0,-2.0,10.0,13.0,3.0,4.0,3.0,20.0,-4.0,22.0,6.0,17.0,3.0,11.0,-6.0,2.0,10.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1795,-289.0,-6.0,-16.0,5.0,5.0,-5.0,5.0,3.0,-2.0,-23.0,1.0,0.0,-7.0,-3.0,1.0,9.0,-6.0,24.0,2.0,-10.0,-13.0,-3.0,-4.0,-3.0,-20.0,4.0,-22.0,-6.0,0.0,0.0,-11.0,6.0,-2.0,-10.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1796,-2.0,4.0,10.0,10.0,4.0,-3.0,-8.0,-1.0,0.0,-5.0,-3.0,0.0,0.0,0.0,0.0,-4.0,8.0,10.0,-1.0,-1.0,-7.0,1.0,2.0,6.0,-3.0,-2.0,12.0,0.0,-5.0,0.0,-3.0,-2.0,1.0,6.0,0.0,1.0,0.0,1.0,-4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,2.0,-4.0,-10.0,-10.0,-4.0,3.0,8.0,1.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,4.0,-8.0,-10.0,1.0,1.0,7.0,-1.0,-2.0,-6.0,3.0,2.0,-12.0,0.0,5.0,0.0,3.0,2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798,-176.0,-11.0,-3.0,-3.0,-7.0,7.0,-6.0,1.0,13.0,-8.0,-14.0,1.0,-1.0,1.0,-13.0,0.0,8.0,13.0,-2.0,-4.0,-7.0,1.0,0.0,9.0,-5.0,-1.0,-3.0,-5.0,-1.0,0.0,5.0,-1.0,2.0,0.0,0.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
1799,176.0,11.0,3.0,3.0,7.0,-7.0,6.0,-1.0,-13.0,8.0,14.0,0.0,1.0,-1.0,13.0,0.0,-8.0,-13.0,2.0,4.0,7.0,-1.0,0.0,-9.0,5.0,1.0,3.0,5.0,1.0,0.0,-5.0,1.0,-2.0,12.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
1800,-372.0,-9.0,-6.0,-4.0,11.0,-11.0,-7.0,2.0,1.0,-9.0,4.0,0.0,-6.0,0.0,-1.0,-3.0,10.0,9.0,12.0,3.0,-1.0,-5.0,0.0,-1.0,0.0,0.0,-30.0,-14.0,-3.0,0.0,0.0,0.0,4.0,11.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
1801,372.0,9.0,6.0,4.0,-11.0,11.0,7.0,-2.0,-1.0,9.0,-4.0,1.0,6.0,6.0,1.0,3.0,-10.0,-9.0,-12.0,-3.0,1.0,5.0,5.0,1.0,0.0,2.0,30.0,14.0,3.0,0.0,4.0,1.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1802,7.0,9.0,4.0,1.0,3.0,-3.0,3.0,-3.0,5.0,-2.0,-7.0,1.0,-2.0,1.0,-5.0,-4.0,1.0,1.0,0.0,5.0,3.0,-5.0,0.0,4.0,0.0,0.0,-2.0,-4.0,0.0,-1.0,1.0,-1.0,-3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1803,-7.0,-9.0,-4.0,-1.0,-3.0,3.0,-3.0,3.0,-5.0,2.0,7.0,0.0,2.0,-1.0,5.0,4.0,-1.0,-1.0,0.0,-5.0,-3.0,5.0,0.0,-4.0,0.0,0.0,2.0,4.0,0.0,1.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
1804,-183.0,1.0,11.0,-14.0,1.0,0.0,3.0,2.0,9.0,-8.0,-10.0,0.0,0.0,-1.0,-9.0,3.0,8.0,8.0,10.0,-3.0,0.0,-7.0,1.0,2.0,-15.0,0.0,-20.0,1.0,2.0,0.0,-1.0,0.0,-2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1805,183.0,-1.0,-11.0,14.0,-1.0,0.0,-3.0,-2.0,-9.0,8.0,10.0,2.0,0.0,1.0,9.0,-3.0,-8.0,-8.0,-10.0,3.0,0.0,7.0,-1.0,-2.0,15.0,0.0,20.0,-1.0,-2.0,1.0,1.0,0.0,2.0,-2.0,0.0,-4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1806,222.0,4.0,1.0,9.0,-11.0,9.0,2.0,-12.0,-8.0,12.0,1.0,2.0,6.0,3.0,7.0,6.0,4.0,-12.0,-8.0,-5.0,14.0,3.0,3.0,2.0,-4.0,0.0,5.0,-6.0,4.0,0.0,7.0,-4.0,4.0,-2.0,0.0,0.0,2.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
1807,-222.0,-4.0,-1.0,-9.0,11.0,-9.0,-2.0,12.0,8.0,-12.0,-1.0,0.0,-6.0,-3.0,-7.0,-6.0,-4.0,12.0,8.0,5.0,-14.0,-3.0,-3.0,-2.0,4.0,0.0,-5.0,6.0,0.0,0.0,-7.0,4.0,-4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
1808,-26.0,-5.0,11.0,18.0,-20.0,21.0,1.0,-4.0,3.0,-14.0,-3.0,0.0,3.0,-1.0,-2.0,13.0,-1.0,3.0,-15.0,-2.0,-10.0,5.0,0.0,3.0,5.0,0.0,-17.0,0.0,-3.0,0.0,-3.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1809,26.0,5.0,-11.0,-18.0,20.0,-21.0,-1.0,4.0,-3.0,14.0,3.0,0.0,-3.0,1.0,2.0,-13.0,1.0,-3.0,15.0,2.0,10.0,-5.0,0.0,-3.0,-5.0,0.0,17.0,0.0,3.0,0.0,3.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1810,-173.0,-5.0,-9.0,-16.0,4.0,-3.0,-5.0,-5.0,2.0,-19.0,-7.0,0.0,-1.0,4.0,-2.0,-10.0,11.0,23.0,0.0,5.0,8.0,6.0,0.0,9.0,-7.0,3.0,-12.0,-4.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,173.0,5.0,9.0,16.0,-4.0,3.0,5.0,5.0,-2.0,19.0,7.0,0.0,1.0,-4.0,2.0,10.0,-11.0,-23.0,0.0,-5.0,-8.0,-6.0,0.0,-9.0,7.0,-3.0,12.0,4.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,37.0,-11.0,0.0,9.0,-11.0,11.0,12.0,-11.0,8.0,-13.0,-2.0,0.0,-3.0,3.0,-9.0,16.0,-1.0,-5.0,-11.0,2.0,4.0,-3.0,1.0,2.0,5.0,-6.0,25.0,9.0,-3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1813,-37.0,11.0,0.0,-9.0,11.0,-11.0,-12.0,11.0,-8.0,13.0,2.0,1.0,3.0,-3.0,9.0,-16.0,1.0,5.0,11.0,-2.0,-4.0,3.0,-1.0,-2.0,-5.0,6.0,-25.0,-9.0,3.0,0.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1814,140.0,5.0,14.0,2.0,-7.0,7.0,-7.0,3.0,-2.0,18.0,3.0,0.0,-6.0,-2.0,1.0,-8.0,-4.0,-11.0,-4.0,1.0,-5.0,-3.0,-3.0,1.0,2.0,-3.0,21.0,-5.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,-7.0,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,-140.0,-5.0,-14.0,-2.0,7.0,-7.0,7.0,-3.0,2.0,-18.0,-3.0,0.0,6.0,2.0,-1.0,8.0,4.0,11.0,4.0,-1.0,5.0,3.0,3.0,-1.0,-2.0,3.0,-21.0,5.0,-1.0,5.0,-4.0,0.0,-3.0,-2.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,373.0,4.0,9.0,18.0,-12.0,12.0,-5.0,1.0,-4.0,8.0,0.0,1.0,4.0,9.0,4.0,8.0,-2.0,-14.0,-6.0,-2.0,11.0,6.0,11.0,3.0,3.0,-2.0,21.0,13.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1817,-373.0,-4.0,-9.0,-18.0,12.0,-12.0,5.0,-1.0,4.0,-8.0,0.0,0.0,-4.0,-9.0,-4.0,-8.0,2.0,14.0,6.0,2.0,-11.0,-6.0,0.0,-3.0,-3.0,2.0,-21.0,-13.0,-5.0,0.0,0.0,3.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0
1818,141.0,-1.0,0.0,2.0,0.0,0.0,6.0,0.0,-5.0,20.0,6.0,1.0,5.0,0.0,6.0,-8.0,-3.0,-16.0,-9.0,4.0,5.0,8.0,2.0,-5.0,3.0,1.0,0.0,4.0,2.0,2.0,-1.0,0.0,-1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1819,-141.0,1.0,0.0,-2.0,0.0,0.0,-6.0,0.0,5.0,-20.0,-6.0,0.0,-5.0,0.0,-6.0,8.0,3.0,16.0,9.0,-4.0,0.0,-8.0,-2.0,5.0,-3.0,-1.0,0.0,-4.0,-2.0,-2.0,1.0,0.0,1.0,0.0,1.0,-6.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,-453.0,-10.0,-9.0,1.0,0.0,0.0,-4.0,7.0,8.0,-11.0,-6.0,0.0,-1.0,-4.0,-8.0,-6.0,3.0,19.0,0.0,-2.0,-7.0,-5.0,-1.0,0.0,3.0,3.0,-7.0,1.0,0.0,0.0,-3.0,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
1821,453.0,10.0,9.0,-1.0,0.0,0.0,4.0,-7.0,-8.0,11.0,6.0,1.0,1.0,4.0,8.0,6.0,-3.0,-19.0,0.0,2.0,7.0,5.0,1.0,0.0,-3.0,-3.0,7.0,-1.0,4.0,0.0,3.0,2.0,-6.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1822,-318.0,0.0,-4.0,-3.0,0.0,-1.0,-2.0,3.0,9.0,-10.0,-19.0,0.0,0.0,-3.0,-9.0,4.0,2.0,6.0,11.0,0.0,-14.0,-5.0,0.0,3.0,6.0,-1.0,-18.0,-11.0,-5.0,0.0,-5.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,318.0,0.0,4.0,3.0,0.0,1.0,2.0,-3.0,-9.0,10.0,19.0,0.0,3.0,3.0,9.0,-4.0,-2.0,-6.0,-11.0,0.0,14.0,5.0,0.0,-3.0,-6.0,1.0,18.0,11.0,5.0,0.0,5.0,1.0,-2.0,0.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,-169.0,4.0,-8.0,-2.0,-4.0,4.0,0.0,-3.0,4.0,2.0,2.0,0.0,-5.0,-4.0,-4.0,6.0,4.0,-8.0,4.0,0.0,0.0,-4.0,-7.0,-5.0,3.0,6.0,7.0,-10.0,-1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1825,169.0,-4.0,8.0,2.0,4.0,-4.0,0.0,3.0,-4.0,-2.0,-2.0,1.0,5.0,4.0,4.0,-6.0,-4.0,8.0,-4.0,0.0,0.0,4.0,7.0,5.0,-3.0,0.0,-7.0,10.0,1.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
1826,-13.0,-5.0,3.0,6.0,5.0,-4.0,-3.0,5.0,5.0,-10.0,4.0,0.0,-1.0,0.0,-5.0,13.0,2.0,8.0,10.0,-11.0,1.0,-5.0,1.0,1.0,-11.0,3.0,5.0,-7.0,-1.0,0.0,1.0,0.0,-2.0,1.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
